issue,number,state,link,repository_name,trimmed_list_lemmatize,trimmed_list_stemming
Import keys from wordlists with different languages,286,open,https://github.com/walleth/walleth/issues/286,walleth/walleth,"['import', 'key', 'wordlists', 'different', 'language']","['import', 'key', 'wordlist', 'differ', 'languag']"
Unfortunately App has Stopped Error on Android,285,closed,https://github.com/walleth/walleth/issues/285,walleth/walleth,"['unfortunately', 'app', 'stopped', 'error', 'android']","['unfortun', 'app', 'stop', 'error', 'android']"
NPE in WalletConnect flow,283,closed,https://github.com/walleth/walleth/issues/283,walleth/walleth,"['npe', 'walletconnect', 'flow']","['npe', 'walletconnect', 'flow']"
find a way to ignore issues in the play prelaunch report,282,open,https://github.com/walleth/walleth/issues/282,walleth/walleth,"['find', 'way', 'ignore', 'issue', 'play', 'prelaunch', 'report']","['find', 'way', 'ignor', 'issu', 'play', 'prelaunch', 'report']"
content labeling,281,open,https://github.com/walleth/walleth/issues/281,walleth/walleth,"['content', 'labeling']","['content', 'label']"
Touch target size for staring,280,open,https://github.com/walleth/walleth/issues/280,walleth/walleth,"['touch', 'target', 'size', 'staring']","['touch', 'target', 'size', 'stare']"
Multiple clickable items share this location on the screen.,279,open,https://github.com/walleth/walleth/issues/279,walleth/walleth,"['multiple', 'clickable', 'item', 'share', 'location', 'screen']","['multipl', 'clickabl', 'item', 'share', 'locat', 'screen']"
TransactionTooLargeException,278,closed,https://github.com/walleth/walleth/issues/278,walleth/walleth,['transactiontoolargeexception'],['transactiontoolargeexcept']
upload almeela,277,closed,https://github.com/walleth/walleth/issues/277,walleth/walleth,"['upload', 'almeela']","['upload', 'almeela']"
Give warning when flavor w/o firebase and using WalletConnect,276,closed,https://github.com/walleth/walleth/issues/276,walleth/walleth,"['give', 'warning', 'flavor', 'wo', 'firebase', 'using', 'walletconnect']","['give', 'warn', 'flavor', 'w', 'firebas', 'use', 'walletconnect']"
Prefill trezor as name when importing trezor account,275,open,https://github.com/walleth/walleth/issues/275,walleth/walleth,"['prefill', 'trezor', 'name', 'importing', 'trezor', 'account']","['prefil', 'trezor', 'name', 'import', 'trezor', 'account']"
Crash with Android 4.4,274,closed,https://github.com/walleth/walleth/issues/274,walleth/walleth,"['crash', 'android', '44']","['crash', 'android', '4', '4']"
Multi faucet support,273,open,https://github.com/walleth/walleth/issues/273,walleth/walleth,"['multi', 'faucet', 'support']","['multi', 'faucet', 'support']"
Guide users to token-faucet,272,closed,https://github.com/walleth/walleth/issues/272,walleth/walleth,"['guide', 'user', 'tokenfaucet']","['guid', 'user', 'token', 'faucet']"
